"","name","lat","lon","country"
"1639","French National Centre for Scientific Research",-37.7035598754883,145.180358886719,"Australia"
"1640","Key Laboratories of Enteric Pathogenic Microbiology (Ministry of Health)",40.9437103271484,40.2619209289551,"Turkey"
"1641","Medical School of Nanjing University",32.0561103820801,118.775001525879,"China"
"1642","Nanjing medical university",32.0583801269531,118.79647064209,"China"
"1643","Leibniz Institute for Zoo and Wildlife Research",51.3483352661133,12.371395111084,"Germany"
"1644","University of Aldo Moro of Bari",41.1258697509766,16.8666591644287,"Italy"
"1645","East China University of Science and Technology",42.7586784362793,-82.483512878418,"United States"
"1646","National Institute for Health and Welfare (THL)",39.0048141479492,-77.0975341796875,"United States"
"1647","Kainuu Central Hospital",65.8556518554688,23.1483192443848,"Sweden"
"1648","National Taipei University of Technology",25.0373706817627,121.563552856445,"Taiwan"
"1649","Chung Shan Medical University",22.5159492492676,113.392601013184,"China"
"1650","Mé rieux of Laos",18.495677947998,103.767715454102,"Laos"
"1651","Naval Medical Research Centre (NMRC-Asia)",35.1083641052246,102.941299438477,"NOCOUNTRY"
"1652","Mahidol Oxford Tropical Medicine Research Unit",51.756290435791,-1.2595100402832,"United Kingdom"
"1653","Hopital Edouard Herriot",45.7429885864258,4.87936019897461,"France"
"1654","Kobe City Medical Center General Hospital",34.7038803100586,135.222427368164,"Japan"
"1655","University of Texas Southwestern Medical Center",32.8126068115234,-96.8384094238281,"United States"
"1656","World Health Organization Hospital",42.6500015258789,-7.33330011367798,"Spain"
"1657","University of Miriam",40.9437103271484,40.2619209289551,"Turkey"
"1658","Nebraska Medical Center",41.2561111450195,-95.9775009155273,"United States"
"1659","University of East Anglia",52.6238288879395,1.24054002761841,"United Kingdom"
"1660","China Animal Health and Epidemiology Center",36.5631141662598,103.735809326172,"China"
"1661","Nanjing Agricultural University",32.0583801269531,118.79647064209,"China"
"1662","CRCHUM-Centre Hospitalier de l'Université de Montréal",51.1218070983887,10.4006948471069,"Germany"
"1663","New Taipei City",25.0119304656982,121.465621948242,"Taiwan"
"1664","the University of Tokyo",35.7081146240234,139.767456054688,"Japan"
"1665","Novartis Vaccines, S.r.l",NA,NA,NA
"1666","Novartis Vaccines Inc",NA,NA,NA
"1667","Université/URMLR)",47.3191909790039,5.06463003158569,"France"
"1668","INSERM-Université Pierre et Marie Curie",48.8460693359375,2.35518002510071,"France"
"1669","Centre Hospitalier Régional",43.2490539550781,-79.0781478881836,"Canada"
"1670","Hokkaido University Graduate School of Medicine",43.383487701416,142.571090698242,"Japan"
"1671","Hokkaido University Research Center for Zoonosis Control",43.383487701416,142.571090698242,"Japan"
"1672","Akita University School of Medicine",39.7117500305176,140.100524902344,"Japan"
"1673","Marine Scotland Science",56.3405,-2.78977,"United Kingdom"
"1674","Pennsylvania State University",40.807071685791,-77.8588790893555,"United States"
"1675","Children's Healthcare of Atlanta",33.7483100891113,-84.39111328125,"United States"
"1676","University of Tokushima Graduate School",34.0592918395996,134.557968139648,"Japan"
"1677","University of Hertfordshire",51.7531890869141,-0.243129998445511,"United Kingdom"
"1678","Mary University of London",51.5235214233398,-0.132312998175621,"United Kingdom"
"1679","University of Colorado Boulder",40.0039215087891,-105.26683807373,"United States"
"1680","University of Texas at Austin",30.2783069610596,-97.7634506225586,"United States"
"1681","National Taiwan University (NTU)",23.7489929199219,120.971282958984,"Taiwan"
"1682","Taipei City Government",25.0373706817627,121.563552856445,"Taiwan"
"1683","NTU",25.2186794281006,93.6048431396484,"India"
"1684","NTU Hospital",52.9121894836426,-1.18245005607605,"United Kingdom"
"1685","U.S. Department of Agriculture",38.887580871582,-77.0299987792969,"United States"
"1686","University of Düsseldorf",51.1885299682617,6.79423713684082,"Germany"
"1687","Central Agricultural University",24.8129997253418,93.8899993896484,"India"
"1688","Université François Rabelais de Tours",47.3884582519531,0.689570009708405,"France"
"1689","Research Institute of Hygiene",40.9437103271484,40.2619209289551,"Turkey"
"1690","De Montfort University",52.6310005187988,-1.14029002189636,"United Kingdom"
"1691","Koltsov Institute of Developmental Biology RAS",40.9437103271484,40.2619209289551,"Turkey"
"1692","Jeonbuk National University",35.7442817687988,127.166305541992,"South Korea"
"1693","Seton Hall University South Orange",40.7419586181641,-74.2484664916992,"United States"
"1694","Lomonosov Moscow State University",55.6972007751465,37.5378494262695,"Russia"
"1695","Finnish Food Safety Authority",NA,NA,NA
"1696","British Columbia Centre for Disease Control",54.5620651245117,-125.104400634766,"Canada"
"1697","Centre Hospitalier Universitaire de Québec [University Hospital Centre of Québec]",53.0078887939453,-70.9957275390625,"Canada"
"1698","National Institute of Public Health and the Environment]",40.9437103271484,40.2619209289551,"Turkey"
"1699","Institut universitaire de cardiologie et pneumologie de Québec",51.1218070983887,10.4006948471069,"Germany"
"1700","Universitat Rovira i Virgili",48.2128105163574,16.3610992431641,"Austria"
"1701","Nanjing University Medical School",32.0561103820801,118.775001525879,"China"
"1702","Third Affiliated Hospital of Sun Yat-sen University",14.3596153259277,-14.4684610366821,"Senegal"
"1703","UR66 de Pharmacologie-Toxicologie",51.1218070983887,10.4006948471069,"Germany"
"1704","ICAR-National Research Centre on Equines",44.0767097473145,-77.4199829101562,"Canada"
"1705","Teaching Institute of Public Health ""Dr. Andrija Stampar""",41.2329483032227,16.2948608398438,"Italy"
"1706","Children's Hospital Zagreb",45.8072395324707,15.9675703048706,"Croatia"
"1707","National Institute of Public Health and the Environment (RIVM)",40.9437103271484,40.2619209289551,"Turkey"
"1708","Laboratoire National de Santé",51.1218070983887,10.4006948471069,"Germany"
"1709","General Hospital of Chinese People's Armed Police Forces",43.9928398132324,0.229560002684593,"France"
"1710","The Fifth Hospital of Shijiazhuang",38.0427589416504,114.514297485352,"China"
"1711","The University of the West Indies",34.0447311401367,-118.08186340332,"United States"
"1712","University Hospital of Würzburg",49.8007392883301,9.95381641387939,"Germany"
"1713","Friedrich Schiller University",50.9287986755371,11.5891895294189,"Germany"
"1714","IMGM Laboratories GmbH",NA,NA,NA
"1715","Università di Bologna",44.4969291687012,11.3523797988892,"Italy"
"1716","Università degli Studi di Pavia",45.1865692138672,9.15575981140137,"Italy"
"1717","Animal Health Research Institute",36.1670608520508,-86.8253326416016,"United States"
"1718","Rice University",29.719030380249,-95.3980484008789,"United States"
"1719","Baylor College of Medicine",29.7107791900635,-95.3966522216797,"United States"
"1720","East China Normal University",42.7586784362793,-82.483512878418,"United States"
"1721","Polish Academy of Sciences",37.7697296142578,-122.466094970703,"United States"
"1722","Beijing Institute of Technology",40.1861572265625,116.418983459473,"China"
"1723","Tri-Service General Hospital",49.6131591796875,16.0372505187988,"Czechia"
"1724","Tsinghua University School of Medicine",40.0059814453125,116.326812744141,"China"
"1725","The Medical University of Warsaw",52.2355995178223,21.0103702545166,"Poland"
"1726","CEMIC Institute",38.3835906982422,-81.7656936645508,"United States"
"1727","Lusíadas Hospital",42.6500015258789,-7.33330011367798,"Spain"
"1728","National Centre for Veterinary Diagnostics",47.4847412109375,1.68438005447388,"France"
"1729","Virology Section, Veterinary Research Institute",-37.7035598754883,145.180358886719,"Australia"
"1730","Institut Cochin",48.8369598388672,2.34019899368286,"France"
"1731","Vavilov St",53.2678349980155,69.3612949713525,"ÒšÐ°Ð·Ð°Ò›Ñ<81>Ñ‚Ð°Ð½"
"1732","Acıbadem University",41.0080909729004,29.0522594451904,"Turkey"
"1733","Jomo Kenyatta University of Agriculture and Technology",20.2663593292236,85.8105697631836,"India"
"1734","Wageningen University",51.9735984802246,5.66384315490723,"Netherlands"
"1735","Aberystwyth University",52.4162216186523,-4.06419992446899,"United Kingdom"
"1736","Dublin City University",53.3848495483398,-6.26144981384277,"Ireland"
"1737","Queen's University of Belfast",54.584659576416,-5.93637990951538,"United Kingdom"
"1738","University of Có rdoba",8.78777980804443,-75.857780456543,"Colombia"
"1739","Wellcome Trust Major Overseas Programme",53.3580017089844,-8.41397953033447,"Ireland"
"1740","National Taiwan University Hospital Yunlin Branch",23.6997394561768,120.526443481445,"Taiwan"
"1741","Koo Foundation Sun Yat-Sen Cancer Center",58.6313705444336,25.7337398529053,"Estonia"
"1742","Yale University",41.3144607543945,-72.9232711791992,"United States"
"1743","Wageningen University and Research",51.9735984802246,5.66384315490723,"Netherlands"
"1744","Scripps Research Institute",-69.1330032348633,-63.6669998168945,"Argentina"
"1745","Oslo University Hospital and University of Oslo",59.9375801086426,10.7218799591064,"Norway"
"1746","National Emerging Infectious Diseases Laboratories Institute",42.3360176086426,-71.0685958862305,"United States"
"1747","Universidad Nacional de Cuyo",-32.8808403015137,-68.8747329711914,"Argentina"
"1748","VPH-Biotec Global Consortium",-25.1099891662598,30.7521800994873,"South Africa"
"1749","Paris Descartes University",48.8571701049805,2.3413999080658,"France"
"1750","Federal University of Paraiba",-7.13048982620239,-34.8673095703125,"Brazil"
"1751","Kenya Medical Research Institute (KEMRI)",0.537028014659882,37.8567771911621,"Kenya"
"1752","University of Montreal",45.50659,-73.57679,"Canada"
"1753","Sokoine University of Agriculture",40.9437103271484,40.2619209289551,"Turkey"
"1754","United Nations Food and Agriculture Organization (FAO)",40.7505264282227,-73.9678192138672,"United States"
"1755","Elanco Animal Health",35.7868995666504,-93.9436416625977,"United States"
"1756","The Ohio State University College of Public Health",40.0063018798828,-83.0163803100586,"United States"
"1757","Sorbonne Université",48.8498191833496,2.3440899848938,"France"
"1758","Louisiana State University Health Sciences Center",30.4157905578613,-91.1773529052734,"United States"
"1759","Imperial College & Royal Brompton Hospital",51.5002288818359,-0.178939998149872,"United Kingdom"
"1760","Beijing University of Technology",-33.8842010498047,151.201019287109,"Australia"
"1761","Carl-von-Ossietzky University Oldenburg",53.15245,8.17346,"Germany"
"1762","Universidad Autónoma de Chile",41.5021324157715,2.10281491279602,"Spain"
"1763","Universidad de Santiago de Chile",-33.39886,-70.65643,"Chile"
"1764","National Institute of Hygiene and Epidemiology (NIHE)",40.9437103271484,40.2619209289551,"Turkey"
"1765","The Exotic Clinic",37.3264389038086,-121.877601623535,"United States"
"1766","Bloomfield Hills",42.584228515625,-83.2423706054688,"United States"
"1767","Université Claude Bernard Lyon",45.7594299316406,4.82885980606079,"France"
"1768","Université",47.3191909790039,5.06463003158569,"France"
"1769","State Secretary of Health",40.9437103271484,40.2619209289551,"Turkey"
"1770","University of Sao Paulo",-23.5594444274902,-46.7238883972168,"NOCOUNTRY"
"1771","FIOCRUZ",NA,NA,NA
"1772","University of Miami",25.7175693511963,-80.2775802612305,"United States"
"1773","Netherlands Institute for Health Services Research",52.2457656860352,5.56521511077881,"Netherlands"
"1774","Xiyuan Hospital",35.7612838745117,115.031890869141,"China"
"1775","Chongqing University of Arts and Sciences",29.5647106170654,106.550727844238,"China"
"1776","Rush University Medical Center",41.8735198974609,-87.669189453125,"United States"
"1777","Royal Melbourne Hospital",-37.7995414733887,144.956207275391,"Australia"
"1778","Commonwealth Scientific and Industrial Research Organisation (CSIRO) Livestock Industries",-37.7035598754883,145.180358886719,"Australia"
"1779","Boston University School of Medicine",42.3502082824707,-71.0988693237305,"United States"
"1780","New England Primate Research Center",44.0830574035645,-70.5822982788086,"United States"
"1781","CETRI, Brigham and Women's Hospital",42.326099395752,-71.149299621582,"United States"
"1782","Federal University of Technology",-33.88618,151.18716,"Australia"
"1783","Beijing University of Chemical Technology",39.9925537109375,116.310485839844,"China"
"1784","National Taiwan University and Hospital",23.7489929199219,120.971282958984,"Taiwan"
"1785","LangFangRuiKang Feed Co., Ltd",27.1148796081543,42.5166816711426,"Saudi Arabia"
"1786","University of Lorraine",40.9437103271484,40.2619209289551,"Turkey"
"1787","University Alfonso X el Sabio",14.126540184021,120.86190032959,"Philippines"
"1788","National Microbiology Center (ISCIII)",46.9460830688477,7.43722105026245,"Switzerland"
"1789","Tomsk State University",56.4933700561523,84.9481887817383,"Russia"
"1790","Zhejiang University School of Medicine",30.2633018493652,120.122261047363,"China"
"1791","Jiangsu University",32.9814147949219,119.519096374512,"China"
"1792","The City University of New York",40.7145500183105,-74.0071411132812,"United States"
"1793","Nationwide Children's Hospital",39.9522590637207,-82.980110168457,"United States"
"1794","Loyola University Medical Center",41.9982795715332,-87.6571731567383,"United States"
"1795","BioFire Diagnostics, LLC",NA,NA,NA
"1796","Medecins Sans Frontieres",43.7009086608887,-0.293029993772507,"France"
"1797","National Library of Medicine",22.5332069396973,88.3333206176758,"India"
"1798","Washington State University",46.7299003601074,-117.15779876709,"United States"
"1799","Georgia Institute of Technology",33.7713203430176,-84.3944091796875,"United States"
"1800","Mexican Ministry of Health",23.9406108856201,-102.52513885498,"Mexico"
"1801","ENSCO Inc",NA,NA,NA
"1802","IIT Bombay",19.125150680542,72.9165496826172,"India"
"1803","New Haw",51.3571395874023,-0.48565000295639,"United Kingdom"
"1804","Lausanne University Hospital Lausanne",46.52492,6.63515,"Switzerland"
"1805","University of Geneva Medical School Geneva",46.19841,6.1437,"Switzerland"
"1806","University of Geneva Hospitals Geneva",46.19841,6.1437,"Switzerland"
"1807","Mwananyamala Hospital",-6.7891697883606,39.2538604736328,"Tanzania"
"1808","University of Geneva Geneva",46.19841,6.1437,"Switzerland"
"1809","Bernhard Nocht Institute for Tropical Medicine Hamburg",53.5448570251465,10.0235776901245,"Germany"
"1810","Tanga Research Centre",-5.08634996414185,39.0971908569336,"Tanzania"
"1811","Istituto Pasteur Italia-Fondazione Cenci Bolognetti",43.5290298461914,12.1621837615967,"Italy"
"1812","University of Camerino",43.1358299255371,13.0686101913452,"Italy"
"1813","Università di Napoli Federico II Complesso Universitario Monte Santangelo",-23.1718463897705,-47.7581329345703,"Brazil"
"1814","Deakin University",-37.8466987609863,145.120620727539,"Australia"
"1815","German Cancer Consortium (DKTK)",14.477560043335,120.89826965332,"Philippines"
"1816","University of Veterinary Medicine",40.9437103271484,40.2619209289551,"Turkey"
"1817","Warsaw University of Life Sciences",52.2355995178223,21.0103702545166,"Poland"
"1818","University of Life Sciences",40.9437103271484,40.2619209289551,"Turkey"
"1819","Kaohsiung Medical University Hospital",22.6201400756836,120.31226348877,"Taiwan"
"1820","University of Louisville",38.2150382995605,-85.7605133056641,"United States"
"1821","MRI Global",NA,NA,NA
"1822","Kurt Zuelke Consulting",47.9030303955078,18.4171009063721,"Slovakia"
"1823","Institut national de la recherche scientifique",48.5444183349609,12.1591682434082,"Germany"
"1824","University of Rochester",43.1265411376953,-77.6315383911133,"United States"
"1825","Chinese Academy of Medical Sciences & Peking Union Medical College",39.9046897888184,116.407173156738,"China"
"1826","Thailand-Japan Zoonotic Diseases Collaborating Center (ZDCC)",15.130690574646,101.01782989502,"Thailand"
"1827","National Institute of Animal Health",40.9437103271484,40.2619209289551,"Turkey"
"1828","Shimokasuya Isehara",35.4089393615723,139.322906494141,"Japan"
"1829","The Weizmann Institute of Science",31.9044609069824,34.8084716796875,"Israel"
"1830","Humboldt-Universität zu Berlin",52.5173797607422,13.3937997817993,"Germany"
"1831","UBC Gerontology and Diabetes Research",-37.7035598754883,145.180358886719,"Australia"
"1832","IWK Health Center",22.91628074646,88.4408111572266,"India"
"1833","Alberta Health Services",55.1693992614746,-114.511054992676,"Canada"
"1834","McDaniel College",39.5807113647461,-77.001579284668,"United States"
"1835","Harbin Veterinary Research Institute of the Chinese Academy of Agricultural Sciences",45.8021583557129,126.535797119141,"China"
"1836","The National Centre for the Replacement, Refinement and Reduction of Animals in Research",39.9198036193848,-86.2817993164062,"United States"
"1837","Hamadan University of Medical Sciences",34.7895698547363,48.5126190185547,"Iran"
"1838","University of California Irvine",33.6423301696777,-117.840255737305,"United States"
"1839","University of Minho",41.550708770752,-8.4261302947998,"Portugal"
"1840","Beckman Research Institute of the City of Hope",33.6674194335938,-93.5898513793945,"United States"
"1841","Wuhan Jin Yin-Tan Hospital",30.5927600860596,114.305252075195,"China"
"1842","Pingjin Hospital",42.6500015258789,-7.33330011367798,"Spain"
"1843","Federal University of Minas Gerais",-19.869649887085,-43.9642295837402,"Brazil"
"1844","Federal University of Goiás",-16.6903705596924,-49.2583808898926,"Brazil"
"1845","Korea Polar Research Institute",36.4511566162109,127.861145019531,"South Korea"
"1846","Christianville Foundation School Clinic",48.8221206665039,2.33101010322571,"France"
"1847","The Pennsylvania State University",40.807071685791,-77.8588790893555,"United States"
"1848","National Research Council Canada",62.5360412597656,-96.3883514404297,"Canada"
"1849","Simon Fraser University",49.2774200439453,-122.919738769531,"Canada"
"1850","Innsbruck Medical University",47.2680015563965,11.391300201416,"Austria"
"1851","BOKU-University of Natural Resources and Life Sciences",40.4106597900391,49.8722190856934,"Azerbaijan"
"1852","The University of Jordan",31.2481803894043,36.7880096435547,"Jordan"
"1853","Austin Health",-37.755500793457,145.045303344727,"Australia"
"1854","National Microbiology Laboratory",40.152660369873,-80.2116928100586,"United States"
"1855","Heartland Fertility & Gynecology Clinic",32.8255615234375,-96.2458267211914,"United States"
"1856","The Aaron Diamond AIDS Research Center",-37.7035598754883,145.180358886719,"Australia"
"1857","Bond Life Sciences Center",38.8868255615234,-89.4355163574219,"United States"
"1858","Emory University Medical School",33.789680480957,-84.3255462646484,"United States"
"1859","University Santiago de Compostela",42.8768310546875,-8.54432010650635,"Spain"
"1860","Kong Baptist University (HKBU)",29.698070526123,-95.5153274536133,"United States"
"1861","Friedrich Loeffler Institut",40.7182693481445,46.4133987426758,"Azerbaijan"
"1862","Jeddah Governorate",21.4817199707031,39.182788848877,"Saudi Arabia"
"1863","University of Sheffield",53.3810195922852,-1.48909997940063,"United Kingdom"
"1864","Sultan Qaboos University",47.8622894287109,-121.817199707031,"United States"
"1865","Al-Khoud",32.7665023803711,-86.8403091430664,"United States"
"1866","Oman Medical College",20.5696086883545,56.098087310791,"Oman"
"1867","National Formosa University",23.7489929199219,120.971282958984,"Taiwan"
"1868","Anhui Agricultural University",31.823558807373,117.231567382812,"China"
"1869","University of Abomey-Calavi",6.48379993438721,2.35245990753174,"Benin"
"1870","University of Parakou",9.35044002532959,2.61926007270813,"Benin"
"1871","National Institute for Scientific Research",28.7162494659424,77.2728576660156,"India"
"1872","University of Abomey-Calavi (Benin)",6.48379993438721,2.35245990753174,"Benin"
"1873","Hankuk University of Foreign Studies",37.5972137451172,127.058540344238,"South Korea"
"1874","Global Health and Emerging Pathogens Institute",-25.1099891662598,30.7521800994873,"South Africa"
"1875","University Pompeu Fabra",41.3791656494141,2.17950797080994,"Spain"
"1876","Hospital General Pediátrico Niños de Acosta Ñu",51.1218070983887,10.4006948471069,"Germany"
"1877","Universidad Nacional de Asunción",-25.2973709106445,-57.6277503967285,"Paraguay"
"1878","Shizuoka University",34.9831085205078,138.392242431641,"Japan"
"1879","Kao Corporation",32.9700012207031,130.679992675781,"Japan"
"1880","Yamagata University",38.2499389648438,140.334671020508,"Japan"
"1881","Av Prof Lineu Prestes",-33.5961112976074,-58.1748695373535,"Uruguay"
"1882","University Hospital Tübingen",48.5203514099121,9.0491304397583,"Germany"
"1883","World Health Organization",35.7868995666504,-93.9436416625977,"United States"
"1884","National Elephant Institute",-61.0875701904297,-55.0586624145508,"NOCOUNTRY"
"1885","Xiangtan University",27.8297500610352,112.944107055664,"China"
"1886","First Affiliated Hospital of Guangyang Medical University",23.2024116516113,113.38606262207,"China"
"1887","Leibniz Institute DSMZ-German Collection of Microorganisms and Cell Cultures",40.9437103271484,40.2619209289551,"Turkey"
"1888","Investigaciones Cient ıficas-Universitat Polit ecnica de Val encia)",6.44004011154175,100.194206237793,"Malaysia"
"1889","University of Neuchâtel",46.9903297424316,6.93111991882324,"Switzerland"
"1890","University ""La Sapienza""",41.9015502929688,12.5122203826904,"Italy"
"1891","Yellowstone National Park",44.662296295166,-111.099815368652,"United States"
"1892","Universidade Estadual de Maringá (UEM)",-23.4257297515869,-51.9369010925293,"Brazil"
"1893","UEM",NA,NA,NA
"1894","Erasmus University Medical Center",51.9100685119629,4.46534013748169,"Netherlands"
"1895","Nippon Veterinary & Life Science University",36.6533355712891,137.981689453125,"Japan"
"1896","University of Rome Tor Vergata",41.8540687561035,12.6037397384644,"Italy"
"1897","University of Virginia",38.0361785888672,-78.5016174316406,"United States"
"1898","National University Hospital",52.421459197998,-1.43792998790741,"United Kingdom"
"1899","Ghent University -UGent",51.0556297302246,3.72855997085571,"Belgium"
"1900","Fondazione IRCCS Policlinico San Matteo",41.9090461730957,12.5119895935059,"Italy"
"1901","Federal Institute for Risk Assessment",40.6801300048828,-88.4094467163086,"United States"
"1902","Chinese Academy of Medical Sciences (CAMS)",40.9437103271484,40.2619209289551,"Turkey"
"1903","Sejong University",36.532703,127.252875,"South Korea"
"1904","Gachon University College of Engineering",30.3589706420898,76.4441986083984,"India"
"1905","Kookmin University",42.9547386169434,-78.8192367553711,"United States"
"1906","Università di Torino",45.0623512268066,7.67993021011353,"Italy"
"1907","Royal Botanic Gardens",-37.8334007263184,144.979995727539,"Australia"
"1908","CNRS-UPMC-ENS-AgroParisTech",48.8460693359375,2.35518002510071,"France"
"1909","Medical College of Shantou University",23.3535003662109,116.68221282959,"China"
"1910","Instituto Nacional de Medicina Tropical",44.4774589538574,11.6356296539307,"Italy"
"1911","Universidad de La Salle",40.0392684936523,-75.1529083251953,"United States"
"1912","Federal University of Ceará",-3.78331995010376,-38.5889015197754,"Brazil"
"1913","New Cairo City",30.0160102844238,31.4056301116943,"Egypt"
"1914","Fuzhou University",26.0742092132568,119.29647064209,"China"
"1915","LMU University of Munich",48.1364097595215,11.577540397644,"Germany"
"1916","Preto of University of São Paulo",-23.5594444274902,-46.7238883972168,"NOCOUNTRY"
"1917","Universidade Federal da Fronteira Sul",-27.1024303436279,-52.7003784179688,"Brazil"
"1918","University of Medical Science",40.9437103271484,40.2619209289551,"Turkey"
"1919","Suzuka University of Medical Science",34.8791084289551,136.600067138672,"Japan"
"1920","Mie University",34.301513671875,136.819961547852,"Japan"
"1921","Toronto General Hospital",43.6590690612793,-79.3876266479492,"Canada"
"1922","Louisiana State University",30.4157905578613,-91.1773529052734,"United States"
"1923","Jackson Laboratory for Genomic Medicine",32.2988700866699,-90.1804504394531,"United States"
"1924","University of Western Australia, Crawley",-31.9813804626465,115.81965637207,"Australia"
"1925","Abdulaziz University for Health Sciences",37.8698387145996,32.485668182373,"Turkey"
"1926","University of North Carolina at Greensboro",36.0684089660645,-79.8105621337891,"United States"
"1927","North Carolina",35.5393562316895,-79.1853790283203,"United States"
"1928","HBNI",NA,NA,NA
"1929","Siksha O Anusandhan University",20.2591991424561,85.7919998168945,"India"
"1930","Ambion Inc, Research & Development",46.1433982849121,6.45163011550903,"France"
"1931","Philippine Council for Health Research and Development",15.9480218887329,121.422592163086,"Philippines"
"1932","Nantou Hospital",23.9117393493652,120.687438964844,"Taiwan"
"1933","Rehabilitation Institute of Chicago",41.8842506408691,-87.6324462890625,"United States"
"1934","Victoria University",-37.8148803710938,144.954956054688,"Australia"
"1935","University of São Paulo (USP)",-23.5594444274902,-46.7238883972168,"NOCOUNTRY"
"1936","Biology Institute",38.3835906982422,-81.7656936645508,"United States"
"1937","National Cancer Institute/National Institute of Health",21.1394691467285,79.0602798461914,"India"
"1938","Yantaishan Hospital",42.6500015258789,-7.33330011367798,"Spain"
"1939","Central South University",26.7023582458496,-80.0865325927734,"United States"
"1940","Nova Gorica",45.9596900939941,13.6504402160645,"Slovenia"
"1941","Sino-Japan Friendship Hospital",36.6533355712891,137.981689453125,"Japan"
"1942","Federal Ministry of Health",40.9437103271484,40.2619209289551,"Turkey"
"1943","International Public Health/Disease Surveillance and Control Expert",46.6430816650391,1.2641099691391,"France"
"1944","University of Ulsan College of Medicine",35.5382690429688,129.313323974609,"South Korea"
"1945","Gachon University Gil Medical Center",29.7095108032227,-95.3981781005859,"United States"
"1946","Chonnam National University Medical School",34.8679008483887,126.990997314453,"South Korea"
"1947","Pfizer Pharmaceuticals Korea Ltd",36.4511566162109,127.861145019531,"South Korea"
"1948","UCL Great Ormond Street Institute of Child Health",51.5220184326172,-0.119810000061989,"United Kingdom"
"1949","University Medical Center Hamburg-Eppendorf",53.5899696350098,9.97572994232178,"Germany"
"1950","Wellcome Trust Genome Campus",53.3580017089844,-8.41397953033447,"Ireland"
"1951","University of Roehampton",51.4579696655273,-0.242870002985001,"United Kingdom"
"1952","University of Campinas",-22.8172225952148,-47.0694427490234,"Brazil"
"1953","San Leopoldo Mandic",46.5080299377441,13.3493299484253,"Italy"
"1954","PLA",-35.1232986450195,-60.2219314575195,"Argentina"
"1955","Prince Sattam Bin Abdulaziz University",37.8698387145996,32.485668182373,"Turkey"
"1956","King Abdulaziz University Hospital",21.4919700622559,39.2515716552734,"Saudi Arabia"
"1957","King Saud University",24.7343902587891,46.6319313049316,"Saudi Arabia"
"1958","King Khalid Hospital",24.9407196044922,46.709789276123,"Saudi Arabia"
"1959","AP-HP",NA,NA,NA
"1960","Brandenburg University of Technology Cottbus-Senftenberg",51.7670783996582,14.3273000717163,"Germany"
"1961","University of Wrocław",51.1082496643066,17.0269107818604,"Poland"
"1962","Crucell Holland B.V",52.2457656860352,5.56521511077881,"Netherlands"
"1963","Universidad de Cádiz",51.1218070983887,10.4006948471069,"Germany"
"1964","Hospital Universitario Puerta del Mar",43.323070526123,-1.98728001117706,"Spain"
"1965","Highly Pathogenic Viruses (ZBS",NA,NA,NA
"1966","Vestfold University College (HiVE)",51.7525901794434,-1.25320994853973,"United Kingdom"
"1967","West Virginia University",39.6527214050293,-79.9569091796875,"United States"
"1968","University of Sousse",35.8329849243164,10.6387491226196,"Tunisia"
"1969","University-Hospital of Farhat Hached of Sousse",35.8329849243164,10.6387491226196,"Tunisia"
"1970","Harbin Veterinary Research Institute of Chinese Academy of Agricultural Sciences",45.8021583557129,126.535797119141,"China"
"1971","Lund University",46.72547,-116.99277,"United States"
"1972","Paul-Ehrlich-Institut",40.7182693481445,46.4133987426758,"Azerbaijan"
"1973","UNSW Medicine",44.9948196411133,-93.41455078125,"United States"
"1974","University of Lleida-Agrotecnio Center",41.6149482727051,0.627550005912781,"Spain"
"1975","University of Natural Resources and Life Sciences",35.6238288879395,-80.482063293457,"United States"
"1976","NIH",39.0048141479492,-77.0975341796875,"United States"
"1977","Hospital Pediátrico de Coyoacán",51.1218070983887,10.4006948471069,"Germany"
"1978","Yonsei University College of Medicine",40.9437103271484,40.2619209289551,"Turkey"
"1979","Illumina, Inc",NA,NA,NA
"1980","University of the Philippines",57.4700088500977,-4.22985982894897,"United Kingdom"
"1981","University of Missouri",38.944408416748,-92.3292999267578,"United States"
"1982","Northeast Normal University",34.0722236633301,-118.44409942627,"United States"
"1983","Independent CMC Consultant",42.991268157959,-71.4739837646484,"United States"
"1984","Boston Children's Hospital",42.3374290466309,-71.1058197021484,"United States"
"1985","Augusta University",33.4792900085449,-81.9752197265625,"United States"
"1986","Institut Pasteur from Madagascar",-19.3828773498535,46.6958503723145,"Madagascar"
"1987","Institut Pasteur de Dakar",51.1218070983887,10.4006948471069,"Germany"
"1988","University of Pretoria",-25.7523803710938,28.2516193389893,"South Africa"
"1989","National Health laboratory Services",40.152660369873,-80.2116928100586,"United States"
"1990","Philipps-Universität Marburg",50.8101806640625,8.77422046661377,"Germany"
"1991","Bernhard-Nocht-Institut fü r Tropenmedizin",40.7182693481445,46.4133987426758,"Azerbaijan"
"1992","Unité de Pathologie Végétale UR407",51.1218070983887,10.4006948471069,"Germany"
"1993","Universiti Putra",18.913049697876,82.5149917602539,"India"
"1994","University of Health and Medical Sciences",40.9437103271484,40.2619209289551,"Turkey"
"1995","University of Virginia Health System",38.0361785888672,-78.5016174316406,"United States"
"1996","PeptiPharma",NA,NA,NA
"1997","BASF Italia",43.5290298461914,12.1621837615967,"Italy"
"1998","San Raffaele Scientific Institute",41.3255195617676,13.4253997802734,"Italy"
"1999","Weill Medical College of Cornell University",40.7649688720703,-73.9551010131836,"United States"
